global_step,epoch,step_in_epoch,lr,loss,acc1,acc5,,,,
5056,24,43,0.000017,0.301806,0.95,0.95,,,,
5057,24,44,0.00001699,0.405953,0.9,0.9,,,,
5058,24,45,0.00001699,0.909344,0.85,0.9,,,,
5059,24,46,0.00001698,0.760261,0.85,0.9,,,,
5060,24,47,0.00001697,0.553305,0.9,0.95,,,,
5061,24,48,0.00001697,0.375933,0.85,1,,,,
5062,24,49,0.00001696,0.964386,0.75,0.85,,,,
5063,24,50,0.00001696,0.436257,0.85,1,,,,
5064,24,51,0.00001695,0.527327,0.9,1,,,,
5065,24,52,0.00001694,0.766666,0.85,0.85,,,,
5066,24,53,0.00001694,1.116161,0.7,0.85,,,,
5067,24,54,0.00001693,0.540552,0.9,0.95,,,,
5068,24,55,0.00001692,0.86739,0.8,0.85,,,,
5069,24,56,0.00001692,0.748775,0.85,0.95,,,,
5070,24,57,0.00001691,0.647804,0.85,0.85,,,,
5071,24,58,0.00001691,0.372308,0.9,1,,,,
5072,24,59,0.0000169,1.017104,0.75,0.9,,,,
5073,24,60,0.00001689,0.361085,0.9,1,,,,
5074,24,61,0.00001689,1.189324,0.7,0.75,,,,
5075,24,62,0.00001688,0.327956,0.85,1,,,,
5076,24,63,0.00001687,0.846376,0.8,0.85,,,,
5077,24,64,0.00001687,0.646191,0.8,0.95,,,,
5078,24,65,0.00001686,0.592998,0.85,0.95,,,,
5079,24,66,0.00001685,0.674196,0.75,0.95,,,,
5080,24,67,0.00001685,0.505273,0.9,0.9,,,,
5081,24,68,0.00001684,0.860942,0.75,0.95,,,,
5082,24,69,0.00001684,0.877738,0.7,0.85,,,,
5083,24,70,0.00001683,1.109718,0.65,0.8,,,,
5084,24,71,0.00001682,0.834617,0.75,0.9,,,,
5085,24,72,0.00001682,0.483365,0.85,0.95,,,,
5086,24,73,0.00001681,0.716547,0.85,0.95,,,,
5087,24,74,0.0000168,0.581339,0.8,0.95,,,,
5088,24,75,0.0000168,1.094432,0.7,0.85,,,,
5089,24,76,0.00001679,0.838478,0.8,0.85,,,,
5090,24,77,0.00001679,0.800897,0.8,0.9,,,,
5091,24,78,0.00001678,1.279235,0.7,0.8,,,,
5092,24,79,0.00001677,0.294901,0.95,0.95,,,,
5093,24,80,0.00001677,0.370476,0.9,1,,,,
5094,24,81,0.00001676,0.736505,0.9,0.9,,,,
5095,24,82,0.00001675,0.977411,0.75,0.85,,,,
5096,24,83,0.00001675,0.195904,0.95,1,,,,
5097,24,84,0.00001674,0.748812,0.8,0.9,,,,
5098,24,85,0.00001673,1.288571,0.65,0.8,,,,
5099,24,86,0.00001673,1.11691,0.6,0.9,,,,
5100,24,87,0.00001672,0.512082,0.85,0.95,,,,
5101,24,88,0.00001672,0.610823,0.85,0.95,,,,
5102,24,89,0.00001671,0.664931,0.8,0.9,,,,
5103,24,90,0.0000167,0.718117,0.8,0.9,,,,
5104,24,91,0.0000167,0.411487,0.85,0.95,,,,
5105,24,92,0.00001669,1.463186,0.65,0.7,,,,
5106,24,93,0.00001668,1.01036,0.7,0.9,,,,
5107,24,94,0.00001668,0.736655,0.85,0.9,,,,
5108,24,95,0.00001667,0.788031,0.85,0.85,,,,
5109,24,96,0.00001667,0.401051,0.9,0.95,,,,
5110,24,97,0.00001666,0.445175,0.9,0.9,,,,
5111,24,98,0.00001665,0.55063,0.8,1,,,,
5112,24,99,0.00001665,0.957594,0.75,0.85,,,,
5113,24,100,0.00001664,0.838221,0.75,0.9,,,,
5114,24,101,0.00001663,1.320063,0.65,0.85,,,,
5115,24,102,0.00001663,0.572489,0.85,0.95,,,,
5116,24,103,0.00001662,0.571753,0.85,1,,,,
5117,24,104,0.00001662,0.484091,0.85,0.9,,,,
5118,24,105,0.00001661,0.353905,0.9,1,,,,
5119,24,106,0.0000166,1.002128,0.85,0.85,,,,
5120,24,107,0.0000166,0.397903,0.9,0.95,,,,
5121,24,108,0.00001659,0.875177,0.75,0.9,,,,
5122,24,109,0.00001658,0.717919,0.9,0.9,,,,
5123,24,110,0.00001658,0.888315,0.75,0.9,,,,
5124,24,111,0.00001657,0.66591,0.8,0.95,,,,
5125,24,112,0.00001656,0.424711,0.9,1,,,,
5126,24,113,0.00001656,0.98762,0.7,0.85,,,,
5127,24,114,0.00001655,1.107061,0.7,0.85,,,,
5128,24,115,0.00001655,1.266983,0.7,0.75,,,,
5129,24,116,0.00001654,0.857409,0.85,0.9,,,,
5130,24,117,0.00001653,0.214088,0.95,1,,,,
5131,24,118,0.00001653,0.951021,0.7,0.95,,,,
5132,24,119,0.00001652,0.341291,0.95,0.95,,,,
5133,24,120,0.00001651,0.612634,0.9,0.95,,,,
5134,24,121,0.00001651,0.833434,0.75,0.9,,,,
5135,24,122,0.0000165,0.331859,0.95,0.95,,,,
5136,24,123,0.0000165,0.908893,0.85,0.85,,,,
5137,24,124,0.00001649,1.198748,0.7,0.85,,,,
5138,24,125,0.00001648,0.284829,0.9,1,,,,
5139,24,126,0.00001648,0.643378,0.85,0.9,,,,
5140,24,127,0.00001647,1.044015,0.7,0.85,,,,
5141,24,128,0.00001646,0.846662,0.8,0.85,,,,
5142,24,129,0.00001646,0.551861,0.9,0.9,,,,
5143,24,130,0.00001645,0.38817,0.9,0.95,,,,
5144,24,131,0.00001645,0.625068,0.8,0.95,,,,
5145,24,132,0.00001644,0.937804,0.7,0.9,,,,
5146,24,133,0.00001643,0.713102,0.8,0.95,,,,
5147,24,134,0.00001643,0.590413,0.85,0.95,,,,
5148,24,135,0.00001642,0.745606,0.8,0.95,,,,
5149,24,136,0.00001641,0.525516,0.85,0.95,,,,
5150,24,137,0.00001641,0.320232,0.95,1,,,,
5151,24,138,0.0000164,0.428887,0.9,0.95,,,,
5152,24,139,0.00001639,0.90042,0.7,0.95,,,,
5153,24,140,0.00001639,0.640153,0.9,0.9,,,,
5154,24,141,0.00001638,0.23959,0.95,1,,,,
5155,24,142,0.00001638,0.531603,0.85,0.9,,,,
5156,24,143,0.00001637,0.200686,0.9,1,,,,
5157,24,144,0.00001636,0.540678,0.85,0.9,,,,
5158,24,145,0.00001636,0.670434,0.9,0.95,,,,
5159,24,146,0.00001635,0.652507,0.8,0.95,,,,
5160,24,147,0.00001634,0.788824,0.85,0.85,,,,
5161,24,148,0.00001634,1.083824,0.8,0.85,,,,
5162,24,149,0.00001633,0.721478,0.75,0.9,,,,
5163,24,150,0.00001633,1.004608,0.7,0.8,,,,
5164,24,151,0.00001632,0.351713,0.95,1,,,,
5165,24,152,0.00001631,0.627992,0.8,0.95,,,,
5166,24,153,0.00001631,0.902671,0.8,0.9,,,,
5167,24,154,0.0000163,0.881736,0.75,0.95,,,,
5168,24,155,0.00001629,0.615643,0.85,0.9,,,,
5169,24,156,0.00001629,0.851035,0.7,0.9,,,,
5170,24,157,0.00001628,0.780872,0.8,0.95,,,,
5171,24,158,0.00001628,0.222271,0.95,1,,,,
5172,24,159,0.00001627,0.461352,0.9,0.95,,,,
5173,24,160,0.00001626,0.81749,0.9,0.9,,,,
5174,24,161,0.00001626,1.358237,0.7,0.85,,,,
5175,24,162,0.00001625,0.678028,0.85,0.9,,,,
5176,24,163,0.00001624,0.585273,0.8,0.95,,,,
5177,24,164,0.00001624,0.458216,0.9,1,,,,
5178,24,165,0.00001623,0.502142,0.95,0.95,,,,
5179,24,166,0.00001623,1.244829,0.75,0.85,,,,
5180,24,167,0.00001622,0.754134,0.8,0.9,,,,
5181,24,168,0.00001621,0.24563,0.9,1,,,,
5182,24,169,0.00001621,0.774203,0.8,0.9,,,,
5183,24,170,0.0000162,0.750387,0.8,0.9,,,,
5184,24,171,0.00001619,1.036926,0.75,0.9,,,,
5185,24,172,0.00001619,0.252088,0.95,0.95,,,,
5186,24,173,0.00001618,0.900169,0.75,0.85,,,,
5187,24,174,0.00001618,0.761174,0.75,0.95,,,,
5188,24,175,0.00001617,0.331763,0.95,0.95,,,,
5189,24,176,0.00001616,0.857674,0.8,0.95,,,,
5190,24,177,0.00001616,0.993646,0.75,0.8,,,,
5191,24,178,0.00001615,0.486479,0.9,0.95,,,,
5192,24,179,0.00001614,0.194941,0.95,1,,,,
5193,24,180,0.00001614,0.330094,0.95,1,,,,
5194,24,181,0.00001613,0.532427,0.9,0.95,,,,
5195,24,182,0.00001612,0.501654,0.85,0.95,,,,
5196,24,183,0.00001612,0.108358,1,1,,,,
5197,24,184,0.00001611,0.466356,0.9,0.95,,,,
5198,24,185,0.00001611,0.932847,0.75,0.85,,,,
5199,24,186,0.0000161,0.502246,0.85,0.95,,,,
5200,24,187,0.00001609,0.446264,0.9,0.95,,,,
5201,24,188,0.00001609,0.559735,0.85,0.95,,,,
5202,24,189,0.00001608,0.985092,0.75,0.8,,,,
5203,24,190,0.00001607,1.375645,0.7,0.85,,,,
5204,24,191,0.00001607,1.033901,0.75,0.85,,,,
5205,24,192,0.00001606,0.648986,0.8,1,,,,
5206,24,193,0.00001606,0.894399,0.8,0.8,,,,
5207,24,194,0.00001605,0.812891,0.7,0.9,,,,
5208,24,195,0.00001604,0.841454,0.8,0.9,,,,
5209,24,196,0.00001604,0.423307,0.9,0.95,,,,
5210,24,197,0.00001603,0.829423,0.65,0.95,,,,
5211,24,198,0.00001602,0.646512,0.85,0.9,,,,
5212,24,199,0.00001602,0.186239,0.95,1,,,,
5213,24,200,0.00001601,0.475227,0.9,1,,,,
5214,24,201,0.00001601,0.645513,0.9,0.9,,,,
5215,24,202,0.000016,0.620834,0.85,0.95,,,,
5216,24,203,0.00001599,0.735466,0.8,0.9,,,,
5217,24,204,0.00001599,0.972069,0.75,0.85,,,,
5218,24,205,0.00001598,0.417419,0.9,1,,,,
5219,24,206,0.00001597,0.610593,0.8,0.95,,,,
5220,24,207,0.00001597,0.700684,0.75,0.95,,,,
5221,24,208,0.00001596,0.629817,0.8,0.95,,,,
5222,24,209,0.00001596,0.741824,0.85,0.9,,,,
5223,24,210,0.00001595,0.371432,0.9,1,,,,
5224,24,211,0.00001594,0.434919,0.9,0.95,,,,
5225,24,212,0.00001594,0.359412,0.95,0.95,,,,
5226,24,213,0.00001593,0.598239,0.8,0.95,,,,
5227,24,214,0.00001592,0.503242,0.9,0.95,,,,
5228,24,215,0.00001592,0.844012,0.85,0.9,,,,
5229,24,216,0.00001591,0.856922,0.8,0.85,,,,
5230,24,217,0.00001591,0.343863,0.9,0.95,,,,
5231,24,218,0.0000159,0.287513,0.95,1,,,,
5232,25,1,0.00001589,0.919583,0.75,0.9,,,,
5233,25,2,0.00001589,0.129527,1,1,,,,
5234,25,3,0.00001588,0.277506,0.9,1,,,,
5235,25,4,0.00001587,0.493444,0.9,0.95,,,,
5236,25,5,0.00001587,0.587666,0.9,0.9,,,,
5237,25,6,0.00001586,1.091973,0.65,0.9,,,,
5238,25,7,0.00001586,0.656011,0.9,0.9,,,,
5239,25,8,0.00001585,0.922122,0.75,0.8,,,,
5240,25,9,0.00001584,0.830023,0.8,0.9,,,,
5241,25,10,0.00001584,0.927541,0.85,0.9,,,,
5242,25,11,0.00001583,0.88594,0.8,0.9,,,,
5243,25,12,0.00001582,1.062751,0.8,0.85,,,,
5244,25,13,0.00001582,1.004628,0.75,0.9,,,,
5245,25,14,0.00001581,0.311837,0.9,0.95,,,,
5246,25,15,0.00001581,0.452948,0.85,0.9,,,,
5247,25,16,0.0000158,0.242577,0.9,1,,,,
5248,25,17,0.00001579,0.82313,0.8,0.85,,,,
5249,25,18,0.00001579,0.468226,0.9,0.9,,,,
5250,25,19,0.00001578,0.212482,1,1,,,,
5251,25,20,0.00001577,0.437167,0.9,0.95,,,,
5252,25,21,0.00001577,0.626175,0.85,0.95,,,,
5253,25,22,0.00001576,0.745069,0.9,0.9,,,,
5254,25,23,0.00001576,0.662216,0.85,0.9,,,,
5255,25,24,0.00001575,0.276256,0.95,1,,,,
5256,25,25,0.00001574,0.48369,0.9,0.95,,,,
5257,25,26,0.00001574,0.182157,1,1,,,,
5258,25,27,0.00001573,0.423199,0.95,0.95,,,,
5259,25,28,0.00001572,0.396587,0.9,1,,,,
5260,25,29,0.00001572,0.804071,0.8,0.9,,,,
5261,25,30,0.00001571,0.434582,0.9,0.95,,,,
5262,25,31,0.00001571,0.913061,0.75,0.9,,,,
5263,25,32,0.0000157,0.824972,0.85,0.9,,,,
5264,25,33,0.00001569,1.164952,0.7,0.9,,,,
5265,25,34,0.00001569,1.266842,0.6,0.85,,,,
5266,25,35,0.00001568,0.572838,0.85,1,,,,
5267,25,36,0.00001567,0.646613,0.85,0.9,,,,
5268,25,37,0.00001567,0.623433,0.9,0.9,,,,
5269,25,38,0.00001566,0.575334,0.8,0.95,,,,
5270,25,39,0.00001566,0.344529,0.9,1,,,,
5271,25,40,0.00001565,1.486734,0.65,0.8,,,,
5272,25,41,0.00001564,1.119985,0.7,0.85,,,,
5273,25,42,0.00001564,0.470257,0.9,0.95,,,,
5274,25,43,0.00001563,0.430126,0.9,0.95,,,,
5275,25,44,0.00001562,0.155429,1,1,,,,
5276,25,45,0.00001562,0.686585,0.85,0.9,,,,
5277,25,46,0.00001561,0.729982,0.85,0.9,,,,
5278,25,47,0.00001561,0.2978,0.85,1,,,,
5279,25,48,0.0000156,1.247435,0.75,0.8,,,,
5280,25,49,0.00001559,0.634854,0.8,0.9,,,,
5281,25,50,0.00001559,1.358049,0.7,0.8,,,,
5282,25,51,0.00001558,0.33021,0.85,1,,,,
5283,25,52,0.00001557,0.503504,0.9,0.95,,,,
5284,25,53,0.00001557,0.301193,0.9,0.95,,,,
5285,25,54,0.00001556,0.402957,0.9,0.95,,,,
5286,25,55,0.00001556,0.65694,0.8,0.85,,,,
5287,25,56,0.00001555,0.209586,1,1,,,,
5288,25,57,0.00001554,0.702317,0.8,0.9,,,,
5289,25,58,0.00001554,0.633379,0.8,0.95,,,,
5290,25,59,0.00001553,1.287423,0.8,0.8,,,,
5291,25,60,0.00001552,0.47373,0.9,0.95,,,,
5292,25,61,0.00001552,0.711076,0.8,0.95,,,,
5293,25,62,0.00001551,0.845878,0.75,0.85,,,,
5294,25,63,0.00001551,0.524073,0.9,0.95,,,,
5295,25,64,0.0000155,1.018775,0.75,0.8,,,,
5296,25,65,0.00001549,0.77531,0.75,0.95,,,,
5297,25,66,0.00001549,0.417571,0.85,0.95,,,,
5298,25,67,0.00001548,0.233437,0.95,1,,,,
5299,25,68,0.00001547,0.392164,0.85,1,,,,
5300,25,69,0.00001547,0.563484,0.9,0.95,,,,
5301,25,70,0.00001546,0.720895,0.8,0.95,,,,
5302,25,71,0.00001546,1.232563,0.7,0.85,,,,
5303,25,72,0.00001545,0.475037,0.9,0.95,,,,
5304,25,73,0.00001544,0.844205,0.75,0.95,,,,
5305,25,74,0.00001544,1.021774,0.8,0.9,,,,
5306,25,75,0.00001543,0.390247,0.9,0.9,,,,
5307,25,76,0.00001543,0.700533,0.9,0.9,,,,
5308,25,77,0.00001542,0.866518,0.85,0.85,,,,
5309,25,78,0.00001541,1.140534,0.7,0.85,,,,
5310,25,79,0.00001541,0.704136,0.85,0.9,,,,
5311,25,80,0.0000154,0.76645,0.85,0.85,,,,
5312,25,81,0.00001539,0.651289,0.85,0.9,,,,
5313,25,82,0.00001539,0.558181,0.8,0.95,,,,
5314,25,83,0.00001538,1.087726,0.65,0.9,,,,
5315,25,84,0.00001538,0.559041,0.9,0.95,,,,
5316,25,85,0.00001537,0.744794,0.85,0.9,,,,
5317,25,86,0.00001536,0.517022,0.9,0.9,,,,
5318,25,87,0.00001536,0.727979,0.8,0.95,,,,
5319,25,88,0.00001535,0.653415,0.85,0.9,,,,
5320,25,89,0.00001534,0.46226,0.85,0.95,,,,
5321,25,90,0.00001534,0.640675,0.85,0.95,,,,
5322,25,91,0.00001533,1.02186,0.75,0.8,,,,
5323,25,92,0.00001533,0.577353,0.85,0.95,,,,
5324,25,93,0.00001532,1.219332,0.7,0.85,,,,
5325,25,94,0.00001531,0.868854,0.75,0.9,,,,
5326,25,95,0.00001531,0.71215,0.85,0.9,,,,
5327,25,96,0.0000153,0.787831,0.8,0.9,,,,
5328,25,97,0.00001529,1.048742,0.8,0.9,,,,
5329,25,98,0.00001529,0.902142,0.75,0.85,,,,
5330,25,99,0.00001528,0.671491,0.8,0.95,,,,
5331,25,100,0.00001528,0.680157,0.8,0.9,,,,
5332,25,101,0.00001527,0.94381,0.75,0.8,,,,
5333,25,102,0.00001526,0.877339,0.85,0.85,,,,
5334,25,103,0.00001526,0.562617,0.85,0.95,,,,
5335,25,104,0.00001525,0.697569,0.85,0.9,,,,
5336,25,105,0.00001524,0.524747,0.85,1,,,,
5337,25,106,0.00001524,0.696275,0.85,0.9,,,,
5338,25,107,0.00001523,1.328466,0.65,0.8,,,,
5339,25,108,0.00001523,0.703369,0.85,1,,,,
5340,25,109,0.00001522,0.495391,0.85,0.95,,,,
5341,25,110,0.00001521,0.606808,0.9,0.9,,,,
5342,25,111,0.00001521,0.818459,0.85,0.9,,,,
5343,25,112,0.0000152,0.710601,0.75,0.95,,,,
5344,25,113,0.0000152,0.750619,0.75,0.95,,,,
5345,25,114,0.00001519,0.520132,0.9,0.95,,,,
5346,25,115,0.00001518,0.601657,0.85,0.9,,,,
5347,25,116,0.00001518,0.479439,0.9,0.9,,,,
5348,25,117,0.00001517,0.449078,0.85,0.95,,,,
5349,25,118,0.00001516,0.889193,0.75,0.85,,,,
5350,25,119,0.00001516,0.219807,0.95,1,,,,
5351,25,120,0.00001515,0.630514,0.85,0.95,,,,
5352,25,121,0.00001515,0.518746,0.85,0.95,,,,
5353,25,122,0.00001514,0.362876,0.95,0.95,,,,
5354,25,123,0.00001513,0.995236,0.75,0.9,,,,
5355,25,124,0.00001513,0.486267,0.9,0.9,,,,
5356,25,125,0.00001512,0.54305,0.9,0.95,,,,
5357,25,126,0.00001511,0.810067,0.8,0.85,,,,
5358,25,127,0.00001511,0.501274,0.85,1,,,,
5359,25,128,0.0000151,0.973938,0.7,0.9,,,,
5360,25,129,0.0000151,0.745001,0.8,0.9,,,,
5361,25,130,0.00001509,0.709625,0.85,0.9,,,,
5362,25,131,0.00001508,0.372343,0.95,0.95,,,,
5363,25,132,0.00001508,0.179175,0.95,1,,,,
5364,25,133,0.00001507,0.91943,0.75,0.9,,,,
5365,25,134,0.00001506,0.482503,0.9,0.95,,,,
5366,25,135,0.00001506,0.845245,0.7,0.95,,,,
5367,25,136,0.00001505,0.875302,0.8,0.85,,,,
5368,25,137,0.00001505,0.680417,0.8,0.95,,,,
5369,25,138,0.00001504,1.070187,0.75,0.8,,,,
5370,25,139,0.00001503,1.446012,0.55,0.7,,,,
5371,25,140,0.00001503,0.843692,0.75,0.9,,,,
5372,25,141,0.00001502,0.554848,0.9,0.95,,,,
5373,25,142,0.00001502,0.159086,1,1,,,,
5374,25,143,0.00001501,0.873614,0.8,0.95,,,,
5375,25,144,0.000015,0.445776,0.9,0.95,,,,
5376,25,145,0.000015,0.816626,0.75,0.9,,,,
5377,25,146,0.00001499,1.151899,0.75,0.8,,,,
5378,25,147,0.00001498,0.962787,0.8,0.85,,,,
5379,25,148,0.00001498,0.760003,0.9,0.9,,,,
5380,25,149,0.00001497,0.494049,0.85,0.95,,,,
5381,25,150,0.00001497,0.883201,0.75,0.85,,,,
5382,25,151,0.00001496,0.749227,0.85,0.9,,,,
5383,25,152,0.00001495,0.817954,0.75,0.95,,,,
5384,25,153,0.00001495,0.709229,0.8,0.9,,,,
5385,25,154,0.00001494,0.699435,0.8,0.9,,,,
5386,25,155,0.00001493,0.703902,0.85,0.9,,,,
5387,25,156,0.00001493,1.304626,0.6,0.8,,,,
5388,25,157,0.00001492,0.650533,0.9,0.95,,,,
5389,25,158,0.00001492,0.437785,0.85,1,,,,
5390,25,159,0.00001491,0.641369,0.85,0.9,,,,
5391,25,160,0.0000149,0.939691,0.75,0.9,,,,
5392,25,161,0.0000149,0.57205,0.8,0.95,,,,
5393,25,162,0.00001489,0.987784,0.75,0.85,,,,
5394,25,163,0.00001489,0.346777,0.95,0.95,,,,
5395,25,164,0.00001488,0.807976,0.85,0.85,,,,
5396,25,165,0.00001487,0.786573,0.85,0.85,,,,
5397,25,166,0.00001487,0.823418,0.8,0.9,,,,
5398,25,167,0.00001486,0.186061,1,1,,,,
5399,25,168,0.00001485,0.848832,0.75,0.9,,,,
5400,25,169,0.00001485,0.996734,0.75,0.85,,,,
5401,25,170,0.00001484,0.570506,0.9,0.9,,,,
5402,25,171,0.00001484,0.404026,0.9,0.95,,,,
5403,25,172,0.00001483,0.460154,0.95,0.95,,,,
5404,25,173,0.00001482,0.550355,0.8,1,,,,
5405,25,174,0.00001482,0.769444,0.7,0.95,,,,
5406,25,175,0.00001481,0.693107,0.75,1,,,,
5407,25,176,0.00001481,0.610346,0.85,0.9,,,,
5408,25,177,0.0000148,0.715903,0.85,0.95,,,,
5409,25,178,0.00001479,0.568375,0.75,0.95,,,,
5410,25,179,0.00001479,1.35017,0.75,0.8,,,,
5411,25,180,0.00001478,0.70614,0.85,0.9,,,,
5412,25,181,0.00001477,0.487757,0.85,0.95,,,,
5413,25,182,0.00001477,0.889022,0.75,0.8,,,,
5414,25,183,0.00001476,0.795621,0.8,0.85,,,,
5415,25,184,0.00001476,1.004072,0.75,0.85,,,,
5416,25,185,0.00001475,0.704269,0.8,0.85,,,,
5417,25,186,0.00001474,0.906457,0.8,0.85,,,,
5418,25,187,0.00001474,0.866478,0.8,0.85,,,,
5419,25,188,0.00001473,0.690395,0.8,0.95,,,,
5420,25,189,0.00001472,1.680978,0.55,0.85,,,,
5421,25,190,0.00001472,0.485469,0.9,1,,,,
5422,25,191,0.00001471,0.460172,0.9,1,,,,
5423,25,192,0.00001471,0.735354,0.8,0.95,,,,
5424,25,193,0.0000147,0.64234,0.75,0.95,,,,
5425,25,194,0.00001469,0.768736,0.85,0.95,,,,
5426,25,195,0.00001469,0.138237,0.95,1,,,,
5427,25,196,0.00001468,0.476106,0.85,1,,,,
5428,25,197,0.00001468,0.408325,0.85,1,,,,
5429,25,198,0.00001467,0.334647,0.95,0.95,,,,
5430,25,199,0.00001466,0.82591,0.85,0.95,,,,
5431,25,200,0.00001466,0.764918,0.85,0.85,,,,
5432,25,201,0.00001465,0.462127,0.9,0.9,,,,
5433,25,202,0.00001464,0.27499,0.95,1,,,,
5434,25,203,0.00001464,0.854428,0.8,0.85,,,,
5435,25,204,0.00001463,0.476516,0.9,0.95,,,,
5436,25,205,0.00001463,0.677659,0.85,0.95,,,,
5437,25,206,0.00001462,0.37731,0.9,1,,,,
5438,25,207,0.00001461,0.731824,0.8,0.9,,,,
5439,25,208,0.00001461,0.723494,0.85,0.95,,,,
5440,25,209,0.0000146,0.99435,0.65,0.9,,,,
5441,25,210,0.0000146,1.286964,0.6,0.85,,,,
5442,25,211,0.00001459,0.633872,0.8,0.9,,,,
5443,25,212,0.00001458,0.800989,0.8,0.95,,,,
5444,25,213,0.00001458,0.744656,0.8,0.9,,,,
5445,25,214,0.00001457,0.52958,0.85,0.95,,,,
5446,25,215,0.00001456,0.739913,0.8,0.9,,,,
5447,25,216,0.00001456,0.33946,0.9,0.95,,,,
5448,25,217,0.00001455,0.667359,0.8,0.95,,,,
5449,25,218,0.00001455,0.414516,0.9,1,,,,
5450,26,1,0.00001454,0.856125,0.8,0.9,,,,
5451,26,2,0.00001453,1.067407,0.7,0.85,,,,
5452,26,3,0.00001453,1.377436,0.65,0.75,,,,
5453,26,4,0.00001452,0.639215,0.8,0.95,,,,
5454,26,5,0.00001452,0.849406,0.75,0.95,,,,
5455,26,6,0.00001451,0.398112,0.95,0.95,,,,
5456,26,7,0.0000145,0.325431,0.9,1,,,,
5457,26,8,0.0000145,1.111009,0.75,0.85,,,,
5458,26,9,0.00001449,0.84472,0.85,0.9,,,,
5459,26,10,0.00001448,0.664751,0.8,0.85,,,,
5460,26,11,0.00001448,0.724501,0.85,0.9,,,,
5461,26,12,0.00001447,0.62338,0.75,1,,,,
5462,26,13,0.00001447,0.927586,0.8,0.85,,,,
5463,26,14,0.00001446,0.517844,0.9,0.95,,,,
5464,26,15,0.00001445,0.928014,0.8,0.9,,,,
5465,26,16,0.00001445,1.336372,0.65,0.75,,,,
5466,26,17,0.00001444,0.428404,0.85,1,,,,
5467,26,18,0.00001444,0.418138,0.85,0.95,,,,
5468,26,19,0.00001443,1.12599,0.65,0.85,,,,
5469,26,20,0.00001442,0.162063,0.95,1,,,,
5470,26,21,0.00001442,1.037252,0.75,0.85,,,,
5471,26,22,0.00001441,1.191336,0.6,0.85,,,,
5472,26,23,0.0000144,0.56729,0.8,0.95,,,,
5473,26,24,0.0000144,0.131182,1,1,,,,
5474,26,25,0.00001439,0.717686,0.8,0.95,,,,
5475,26,26,0.00001439,0.338175,0.95,0.95,,,,
5476,26,27,0.00001438,0.707329,0.85,0.9,,,,
5477,26,28,0.00001437,0.568178,0.85,0.95,,,,
5478,26,29,0.00001437,0.407708,0.85,0.95,,,,
5479,26,30,0.00001436,0.400584,0.85,1,,,,
5480,26,31,0.00001436,1.282334,0.75,0.8,,,,
5481,26,32,0.00001435,0.434519,0.85,0.95,,,,
5482,26,33,0.00001434,0.451388,0.9,1,,,,
5483,26,34,0.00001434,0.643706,0.85,0.95,,,,
5484,26,35,0.00001433,0.697163,0.8,0.9,,,,
5485,26,36,0.00001433,0.511155,0.85,1,,,,
5486,26,37,0.00001432,0.984578,0.8,0.9,,,,
5487,26,38,0.00001431,1.440607,0.6,0.8,,,,
5488,26,39,0.00001431,0.995276,0.65,0.85,,,,
5489,26,40,0.0000143,0.650414,0.8,0.9,,,,
5490,26,41,0.00001429,1.246794,0.65,0.9,,,,
5491,26,42,0.00001429,0.742276,0.75,0.9,,,,
5492,26,43,0.00001428,0.732369,0.85,0.85,,,,
5493,26,44,0.00001428,0.184857,1,1,,,,
5494,26,45,0.00001427,0.753967,0.85,1,,,,
5495,26,46,0.00001426,0.431646,0.85,0.95,,,,
5496,26,47,0.00001426,0.543901,0.9,0.9,,,,
5497,26,48,0.00001425,0.385672,0.9,0.95,,,,
5498,26,49,0.00001425,0.225353,1,1,,,,
5499,26,50,0.00001424,0.42298,0.85,0.95,,,,
5500,26,51,0.00001423,0.955647,0.8,0.9,,,,
5501,26,52,0.00001423,1.359167,0.65,0.85,,,,
5502,26,53,0.00001422,0.366731,0.85,1,,,,
5503,26,54,0.00001421,0.482482,0.9,0.95,,,,
5504,26,55,0.00001421,0.594635,0.9,0.95,,,,
5505,26,56,0.0000142,0.222695,0.95,0.95,,,,
5506,26,57,0.0000142,0.227159,0.95,1,,,,
5507,26,58,0.00001419,0.611963,0.85,0.9,,,,
5508,26,59,0.00001418,0.722478,0.85,0.9,,,,
5509,26,60,0.00001418,0.604123,0.9,0.9,,,,
5510,26,61,0.00001417,1.188516,0.7,0.85,,,,
5511,26,62,0.00001417,0.392041,0.9,0.95,,,,
5512,26,63,0.00001416,0.487737,0.95,0.95,,,,
5513,26,64,0.00001415,0.438794,0.85,1,,,,
5514,26,65,0.00001415,0.833785,0.75,0.85,,,,
5515,26,66,0.00001414,1.127812,0.7,0.85,,,,
5516,26,67,0.00001414,0.547976,0.85,0.95,,,,
5517,26,68,0.00001413,0.409012,0.95,0.95,,,,
5518,26,69,0.00001412,1.072165,0.7,0.85,,,,
5519,26,70,0.00001412,0.240073,0.95,0.95,,,,
5520,26,71,0.00001411,0.527286,0.9,0.95,,,,
5521,26,72,0.0000141,0.509555,0.85,0.95,,,,
5522,26,73,0.0000141,0.445149,0.85,0.95,,,,
5523,26,74,0.00001409,0.399075,0.75,1,,,,
5524,26,75,0.00001409,0.333635,0.95,0.95,,,,
5525,26,76,0.00001408,0.262794,0.95,1,,,,
5526,26,77,0.00001407,0.453931,0.95,0.95,,,,
