global_step,epoch,step_in_epoch,lr,loss,acc1,acc5,,,,
1461,7,154,0.00003681,2.250766,0.5,0.7,,,,
1462,7,155,0.00003681,2.596838,0.5,0.65,,,,
1463,7,156,0.00003681,1.590891,0.55,0.75,,,,
1464,7,157,0.0000368,1.997725,0.55,0.7,,,,
1465,7,158,0.0000368,1.799005,0.65,0.75,,,,
1466,7,159,0.0000368,2.973134,0.25,0.55,,,,
1467,7,160,0.00003679,2.616734,0.45,0.55,,,,
1468,7,161,0.00003679,1.967102,0.55,0.65,,,,
1469,7,162,0.00003679,1.94655,0.55,0.8,,,,
1470,7,163,0.00003678,2.701929,0.15,0.75,,,,
1471,7,164,0.00003678,2.681308,0.4,0.6,,,,
1472,7,165,0.00003678,2.836913,0.35,0.55,,,,
1473,7,166,0.00003677,2.12258,0.5,0.75,,,,
1474,7,167,0.00003677,2.269002,0.4,0.75,,,,
1475,7,168,0.00003677,2.058978,0.6,0.75,,,,
1476,7,169,0.00003676,2.936072,0.4,0.45,,,,
1477,7,170,0.00003676,2.297769,0.45,0.75,,,,
1478,7,171,0.00003676,2.157072,0.45,0.75,,,,
1479,7,172,0.00003675,2.233624,0.5,0.7,,,,
1480,7,173,0.00003675,2.801294,0.25,0.5,,,,
1481,7,174,0.00003674,2.388321,0.5,0.7,,,,
1482,7,175,0.00003674,1.882852,0.6,0.75,,,,
1483,7,176,0.00003674,2.423682,0.35,0.75,,,,
1484,7,177,0.00003673,2.160599,0.5,0.75,,,,
1485,7,178,0.00003673,1.901929,0.5,0.8,,,,
1486,7,179,0.00003673,2.206336,0.3,0.85,,,,
1487,7,180,0.00003672,2.026462,0.55,0.75,,,,
1488,7,181,0.00003672,1.649411,0.65,0.75,,,,
1489,7,182,0.00003672,1.980814,0.6,0.8,,,,
1490,7,183,0.00003671,2.234636,0.5,0.8,,,,
1491,7,184,0.00003671,2.344287,0.45,0.7,,,,
1492,7,185,0.00003671,1.893855,0.6,0.7,,,,
1493,7,186,0.0000367,2.074036,0.5,0.75,,,,
1494,7,187,0.0000367,2.465527,0.4,0.6,,,,
1495,7,188,0.0000367,1.667236,0.6,0.85,,,,
1496,7,189,0.00003669,2.656128,0.5,0.6,,,,
1497,7,190,0.00003669,1.594794,0.65,0.8,,,,
1498,7,191,0.00003669,2.901086,0.35,0.55,,,,
1499,7,192,0.00003668,1.761536,0.65,0.75,,,,
1500,7,193,0.00003668,2.001224,0.55,0.75,,,,
1501,7,194,0.00003667,1.869971,0.6,0.75,,,,
1502,7,195,0.00003667,2.182602,0.5,0.7,,,,
1503,7,196,0.00003667,2.654907,0.35,0.7,,,,
1504,7,197,0.00003666,2.375708,0.35,0.8,,,,
1505,7,198,0.00003666,2.102084,0.55,0.75,,,,
1506,7,199,0.00003666,2.122283,0.55,0.7,,,,
1507,7,200,0.00003665,1.938228,0.6,0.7,,,,
1508,7,201,0.00003665,2.687512,0.5,0.6,,,,
1509,7,202,0.00003665,2.280914,0.45,0.7,,,,
1510,7,203,0.00003664,1.653899,0.6,0.85,,,,
1511,7,204,0.00003664,2.034335,0.55,0.7,,,,
1512,7,205,0.00003664,2.316463,0.6,0.7,,,,
1513,7,206,0.00003663,2.208984,0.65,0.65,,,,
1514,7,207,0.00003663,1.787005,0.7,0.8,,,,
1515,7,208,0.00003662,1.778778,0.65,0.75,,,,
1516,7,209,0.00003662,1.97309,0.6,0.75,,,,
1517,7,210,0.00003662,2.695813,0.35,0.65,,,,
1518,7,211,0.00003661,1.949768,0.4,0.75,,,,
1519,7,212,0.00003661,1.877331,0.6,0.8,,,,
1520,7,213,0.00003661,1.729913,0.7,0.8,,,,
1521,7,214,0.0000366,1.558856,0.75,0.85,,,,
1522,7,215,0.0000366,1.724667,0.65,0.7,,,,
1523,7,216,0.0000366,2.72987,0.3,0.75,,,,
1524,7,217,0.00003659,2.329501,0.4,0.65,,,,
1525,7,218,0.00003659,1.918668,0.5,0.75,,,,
1526,8,1,0.00003659,1.388983,0.65,0.85,,,,
1527,8,2,0.00003658,1.669418,0.6,0.75,,,,
1528,8,3,0.00003658,1.570055,0.75,0.8,,,,
1529,8,4,0.00003658,1.531302,0.6,0.9,,,,
1530,8,5,0.00003657,1.81261,0.55,0.8,,,,
1531,8,6,0.00003657,1.698465,0.55,0.7,,,,
1532,8,7,0.00003656,1.368362,0.75,0.8,,,,
1533,8,8,0.00003656,1.240759,0.65,0.9,,,,
1534,8,9,0.00003656,1.647075,0.65,0.85,,,,
1535,8,10,0.00003655,1.759323,0.55,0.8,,,,
1536,8,11,0.00003655,1.581556,0.5,0.9,,,,
1537,8,12,0.00003655,1.845749,0.6,0.75,,,,
1538,8,13,0.00003654,1.804266,0.65,0.8,,,,
1539,8,14,0.00003654,1.943964,0.6,0.75,,,,
1540,8,15,0.00003654,0.927438,0.8,0.9,,,,
1541,8,16,0.00003653,2.057825,0.55,0.75,,,,
1542,8,17,0.00003653,1.768805,0.55,0.8,,,,
1543,8,18,0.00003652,2.158283,0.45,0.75,,,,
1544,8,19,0.00003652,1.501144,0.6,0.85,,,,
1545,8,20,0.00003652,1.738577,0.5,0.85,,,,
1546,8,21,0.00003651,1.318346,0.7,0.85,,,,
1547,8,22,0.00003651,1.719565,0.45,0.75,,,,
1548,8,23,0.00003651,0.990955,0.8,0.95,,,,
1549,8,24,0.0000365,2.332076,0.55,0.7,,,,
1550,8,25,0.0000365,1.226224,0.75,0.9,,,,
1551,8,26,0.0000365,1.861288,0.65,0.75,,,,
1552,8,27,0.00003649,1.938733,0.65,0.7,,,,
1553,8,28,0.00003649,1.077109,0.75,0.9,,,,
1554,8,29,0.00003649,1.812579,0.6,0.75,,,,
1555,8,30,0.00003648,1.392279,0.7,0.85,,,,
1556,8,31,0.00003648,1.144122,0.65,0.9,,,,
1557,8,32,0.00003647,0.934666,0.9,0.9,,,,
1558,8,33,0.00003647,1.426163,0.6,0.85,,,,
1559,8,34,0.00003647,1.809044,0.55,0.7,,,,
1560,8,35,0.00003646,1.661734,0.65,0.85,,,,
1561,8,36,0.00003646,1.169691,0.75,0.9,,,,
1562,8,37,0.00003646,1.701324,0.6,0.75,,,,
1563,8,38,0.00003645,2.284595,0.35,0.7,,,,
1564,8,39,0.00003645,2.333232,0.45,0.7,,,,
1565,8,40,0.00003645,1.618141,0.6,0.85,,,,
1566,8,41,0.00003644,1.113519,0.75,0.95,,,,
1567,8,42,0.00003644,1.275116,0.7,0.9,,,,
1568,8,43,0.00003643,2.007631,0.65,0.7,,,,
1569,8,44,0.00003643,1.308276,0.7,0.85,,,,
1570,8,45,0.00003643,1.104324,0.8,0.85,,,,
1571,8,46,0.00003642,1.682092,0.6,0.8,,,,
1572,8,47,0.00003642,1.067812,0.75,0.95,,,,
1573,8,48,0.00003642,1.745227,0.55,0.8,,,,
1574,8,49,0.00003641,2.536057,0.45,0.6,,,,
1575,8,50,0.00003641,1.271021,0.75,0.85,,,,
1576,8,51,0.00003641,1.037563,0.7,0.9,,,,
1577,8,52,0.0000364,1.243312,0.8,0.95,,,,
1578,8,53,0.0000364,1.385657,0.6,0.85,,,,
1579,8,54,0.00003639,1.623978,0.5,0.85,,,,
1580,8,55,0.00003639,2.114229,0.5,0.65,,,,
1581,8,56,0.00003639,1.911642,0.6,0.65,,,,
1582,8,57,0.00003638,1.500386,0.7,0.85,,,,
1583,8,58,0.00003638,1.675876,0.65,0.75,,,,
1584,8,59,0.00003638,1.906783,0.5,0.85,,,,
1585,8,60,0.00003637,1.107658,0.8,0.9,,,,
1586,8,61,0.00003637,1.725763,0.65,0.85,,,,
1587,8,62,0.00003636,1.183601,0.75,0.85,,,,
1588,8,63,0.00003636,1.420763,0.65,0.85,,,,
1589,8,64,0.00003636,2.105499,0.5,0.7,,,,
1590,8,65,0.00003635,1.701672,0.75,0.8,,,,
1591,8,66,0.00003635,1.402838,0.75,0.75,,,,
1592,8,67,0.00003635,1.86925,0.55,0.75,,,,
1593,8,68,0.00003634,1.216971,0.65,0.95,,,,
1594,8,69,0.00003634,1.469934,0.7,0.8,,,,
1595,8,70,0.00003634,1.650433,0.55,0.8,,,,
1596,8,71,0.00003633,1.439093,0.7,0.8,,,,
1597,8,72,0.00003633,1.31555,0.65,0.8,,,,
1598,8,73,0.00003632,1.222649,0.75,0.8,,,,
1599,8,74,0.00003632,1.246628,0.75,0.85,,,,
1600,8,75,0.00003632,1.528217,0.7,0.8,,,,
1601,8,76,0.00003631,1.710895,0.55,0.85,,,,
1602,8,77,0.00003631,1.587316,0.55,0.85,,,,
1603,8,78,0.00003631,0.92036,0.8,0.95,,,,
1604,8,79,0.0000363,1.412021,0.75,0.85,,,,
1605,8,80,0.0000363,1.97937,0.5,0.75,,,,
1606,8,81,0.00003629,1.369112,0.7,0.8,,,,
1607,8,82,0.00003629,1.528618,0.6,0.75,,,,
1608,8,83,0.00003629,0.95687,0.8,0.9,,,,
1609,8,84,0.00003628,1.413583,0.65,0.85,,,,
1610,8,85,0.00003628,1.533562,0.75,0.75,,,,
1611,8,86,0.00003628,0.983002,0.75,0.85,,,,
1612,8,87,0.00003627,1.086578,0.75,0.9,,,,
1613,8,88,0.00003627,1.396472,0.65,0.8,,,,
1614,8,89,0.00003626,1.424849,0.5,1,,,,
1615,8,90,0.00003626,1.049738,0.85,0.9,,,,
1616,8,91,0.00003626,1.138076,0.75,0.9,,,,
1617,8,92,0.00003625,1.513969,0.55,0.8,,,,
1618,8,93,0.00003625,1.505023,0.7,0.85,,,,
1619,8,94,0.00003625,1.66626,0.55,0.75,,,,
1620,8,95,0.00003624,1.406583,0.6,0.85,,,,
1621,8,96,0.00003624,1.078333,0.7,0.8,,,,
1622,8,97,0.00003624,1.408555,0.7,0.8,,,,
1623,8,98,0.00003623,1.385628,0.65,0.85,,,,
1624,8,99,0.00003623,1.789932,0.6,0.75,,,,
1625,8,100,0.00003622,1.871231,0.45,0.8,,,,
1626,8,101,0.00003622,1.651935,0.5,0.85,,,,
1627,8,102,0.00003622,2.326953,0.35,0.8,,,,
1628,8,103,0.00003621,0.890917,0.7,0.95,,,,
1629,8,104,0.00003621,1.540585,0.7,0.8,,,,
1630,8,105,0.00003621,1.369931,0.8,0.85,,,,
1631,8,106,0.0000362,1.690541,0.55,0.75,,,,
1632,8,107,0.0000362,1.099951,0.7,0.85,,,,
1633,8,108,0.00003619,1.619865,0.55,0.8,,,,
1634,8,109,0.00003619,1.333582,0.7,0.95,,,,
1635,8,110,0.00003619,1.430577,0.6,0.9,,,,
1636,8,111,0.00003618,1.453403,0.6,0.8,,,,
1637,8,112,0.00003618,1.631564,0.65,0.8,,,,
1638,8,113,0.00003618,2.052521,0.55,0.6,,,,
1639,8,114,0.00003617,1.960577,0.7,0.7,,,,
1640,8,115,0.00003617,0.96918,0.85,0.9,,,,
1641,8,116,0.00003616,1.536234,0.55,0.9,,,,
1642,8,117,0.00003616,1.302996,0.7,0.85,,,,
1643,8,118,0.00003616,1.240045,0.7,0.85,,,,
1644,8,119,0.00003615,1.700327,0.6,0.8,,,,
1645,8,120,0.00003615,1.458398,0.55,0.85,,,,
1646,8,121,0.00003614,2.053987,0.5,0.75,,,,
1647,8,122,0.00003614,1.259503,0.8,0.85,,,,
1648,8,123,0.00003614,1.560876,0.7,0.8,,,,
1649,8,124,0.00003613,2.404144,0.5,0.65,,,,
1650,8,125,0.00003613,1.306763,0.7,0.95,,,,
1651,8,126,0.00003613,1.289432,0.65,0.8,,,,
1652,8,127,0.00003612,1.51216,0.65,0.75,,,,
1653,8,128,0.00003612,0.928622,0.65,0.95,,,,
1654,8,129,0.00003611,2.092484,0.5,0.65,,,,
1655,8,130,0.00003611,0.756161,0.85,0.95,,,,
1656,8,131,0.00003611,1.234401,0.7,0.9,,,,
1657,8,132,0.0000361,0.922546,0.85,0.9,,,,
1658,8,133,0.0000361,1.336301,0.65,0.8,,,,
1659,8,134,0.0000361,1.399516,0.65,0.8,,,,
1660,8,135,0.00003609,1.250745,0.75,0.85,,,,
1661,8,136,0.00003609,1.74905,0.65,0.75,,,,
1662,8,137,0.00003608,1.466405,0.7,0.8,,,,
1663,8,138,0.00003608,1.33811,0.75,0.75,,,,
1664,8,139,0.00003608,0.976224,0.75,0.95,,,,
1665,8,140,0.00003607,1.591475,0.65,0.85,,,,
1666,8,141,0.00003607,1.237878,0.7,0.85,,,,
1667,8,142,0.00003607,1.336626,0.75,0.8,,,,
1668,8,143,0.00003606,1.330847,0.7,0.85,,,,
1669,8,144,0.00003606,1.408366,0.7,0.9,,,,
1670,8,145,0.00003605,1.369327,0.65,0.85,,,,
1671,8,146,0.00003605,2.129651,0.6,0.7,,,,
1672,8,147,0.00003605,1.180498,0.7,0.9,,,,
1673,8,148,0.00003604,1.317511,0.7,0.85,,,,
1674,8,149,0.00003604,1.161012,0.8,0.85,,,,
1675,8,150,0.00003603,1.455745,0.65,0.85,,,,
1676,8,151,0.00003603,1.091559,0.75,0.9,,,,
1677,8,152,0.00003603,1.842926,0.6,0.8,,,,
1678,8,153,0.00003602,0.865009,0.75,0.9,,,,
1679,8,154,0.00003602,2.050746,0.55,0.7,,,,
1680,8,155,0.00003602,1.583191,0.65,0.8,,,,
1681,8,156,0.00003601,1.552234,0.7,0.7,,,,
1682,8,157,0.00003601,1.337813,0.75,0.9,,,,
1683,8,158,0.000036,1.135284,0.65,0.9,,,,
1684,8,159,0.000036,0.959081,0.8,0.9,,,,
1685,8,160,0.000036,1.868317,0.7,0.7,,,,
1686,8,161,0.00003599,1.304515,0.6,0.95,,,,
1687,8,162,0.00003599,1.247422,0.65,0.8,,,,
1688,8,163,0.00003599,0.97457,0.85,0.85,,,,
1689,8,164,0.00003598,1.48642,0.6,0.8,,,,
1690,8,165,0.00003598,1.106563,0.75,0.95,,,,
1691,8,166,0.00003597,1.37653,0.65,0.85,,,,
1692,8,167,0.00003597,1.42777,0.6,0.75,,,,
1693,8,168,0.00003597,1.035742,0.75,0.95,,,,
1694,8,169,0.00003596,1.332116,0.65,0.85,,,,
1695,8,170,0.00003596,1.529286,0.55,0.85,,,,
1696,8,171,0.00003595,1.023477,0.65,1,,,,
1697,8,172,0.00003595,1.56167,0.65,0.8,,,,
1698,8,173,0.00003595,0.998129,0.75,0.9,,,,
1699,8,174,0.00003594,1.355591,0.75,0.8,,,,
1700,8,175,0.00003594,1.273068,0.75,0.9,,,,
1701,8,176,0.00003593,0.724686,0.8,1,,,,
1702,8,177,0.00003593,1.299155,0.75,0.9,,,,
1703,8,178,0.00003593,1.384515,0.6,0.8,,,,
1704,8,179,0.00003592,1.864618,0.5,0.75,,,,
1705,8,180,0.00003592,1.077917,0.7,0.9,,,,
1706,8,181,0.00003592,1.361606,0.65,0.85,,,,
1707,8,182,0.00003591,1.349399,0.7,0.85,,,,
1708,8,183,0.00003591,1.385346,0.7,0.85,,,,
1709,8,184,0.0000359,1.598287,0.55,0.85,,,,
1710,8,185,0.0000359,2.067435,0.55,0.7,,,,
1711,8,186,0.0000359,1.593109,0.65,0.8,,,,
1712,8,187,0.00003589,1.189197,0.65,0.85,,,,
1713,8,188,0.00003589,1.628011,0.65,0.75,,,,
1714,8,189,0.00003588,1.218718,0.6,0.9,,,,
1715,8,190,0.00003588,1.820868,0.55,0.75,,,,
1716,8,191,0.00003588,1.771481,0.65,0.75,,,,
1717,8,192,0.00003587,1.111903,0.6,0.9,,,,
1718,8,193,0.00003587,0.752042,0.85,0.95,,,,
1719,8,194,0.00003587,1.27328,0.7,0.8,,,,
1720,8,195,0.00003586,1.526288,0.6,0.8,,,,
1721,8,196,0.00003586,1.498475,0.65,0.9,,,,
1722,8,197,0.00003585,1.633601,0.6,0.75,,,,
1723,8,198,0.00003585,1.183482,0.8,0.85,,,,
1724,8,199,0.00003585,1.162546,0.7,0.9,,,,
1725,8,200,0.00003584,1.687393,0.55,0.85,,,,
1726,8,201,0.00003584,1.385731,0.7,0.85,,,,
1727,8,202,0.00003583,0.973666,0.8,0.9,,,,
1728,8,203,0.00003583,1.775191,0.55,0.7,,,,
1729,8,204,0.00003583,1.399688,0.65,0.85,,,,
1730,8,205,0.00003582,1.420369,0.7,0.8,,,,
1731,8,206,0.00003582,1.434168,0.65,0.7,,,,
1732,8,207,0.00003581,2.005678,0.5,0.65,,,,
1733,8,208,0.00003581,1.470814,0.65,0.75,,,,
1734,8,209,0.00003581,1.439134,0.65,0.8,,,,
1735,8,210,0.0000358,1.713866,0.6,0.8,,,,
1736,8,211,0.0000358,1.284986,0.65,0.8,,,,
1737,8,212,0.00003579,0.889001,0.7,1,,,,
1738,8,213,0.00003579,1.188849,0.7,0.9,,,,
1739,8,214,0.00003579,1.055325,0.8,0.95,,,,
1740,8,215,0.00003578,1.587296,0.6,0.85,,,,
1741,8,216,0.00003578,1.827615,0.6,0.7,,,,
1742,8,217,0.00003578,1.139745,0.7,0.95,,,,
1743,8,218,0.00003577,1.312453,0.7,0.8,,,,
1744,9,1,0.00003577,1.444911,0.7,0.8,,,,
1745,9,2,0.00003576,0.907622,0.8,1,,,,
1746,9,3,0.00003576,0.754637,0.8,0.95,,,,
1747,9,4,0.00003576,0.997493,0.85,0.85,,,,
1748,9,5,0.00003575,1.542938,0.6,0.8,,,,
1749,9,6,0.00003575,1.545773,0.7,0.85,,,,
1750,9,7,0.00003574,1.278912,0.8,0.85,,,,
1751,9,8,0.00003574,1.051652,0.8,0.85,,,,
1752,9,9,0.00003574,1.91792,0.65,0.7,,,,
1753,9,10,0.00003573,1.232237,0.75,0.9,,,,
1754,9,11,0.00003573,0.940237,0.8,0.9,,,,
1755,9,12,0.00003572,1.508383,0.7,0.75,,,,
1756,9,13,0.00003572,0.987896,0.75,0.9,,,,
1757,9,14,0.00003572,1.515981,0.7,0.9,,,,
1758,9,15,0.00003571,1.272635,0.7,0.85,,,,
1759,9,16,0.00003571,0.79906,0.85,0.9,,,,
1760,9,17,0.0000357,1.332886,0.75,0.85,,,,
1761,9,18,0.0000357,0.864272,0.75,0.9,,,,
1762,9,19,0.0000357,1.526538,0.7,0.75,,,,
1763,9,20,0.00003569,1.147345,0.75,0.9,,,,
1764,9,21,0.00003569,0.579413,0.85,1,,,,
1765,9,22,0.00003568,2.149698,0.55,0.65,,,,
1766,9,23,0.00003568,1.692606,0.55,0.65,,,,
1767,9,24,0.00003568,1.591666,0.7,0.85,,,,
1768,9,25,0.00003567,1.705129,0.6,0.7,,,,
1769,9,26,0.00003567,1.194371,0.7,0.85,,,,
1770,9,27,0.00003566,1.144559,0.7,0.9,,,,
1771,9,28,0.00003566,1.685297,0.65,0.75,,,,
1772,9,29,0.00003566,1.210134,0.65,0.85,,,,
1773,9,30,0.00003565,1.70814,0.55,0.75,,,,
1774,9,31,0.00003565,1.713165,0.7,0.8,,,,
1775,9,32,0.00003564,0.751733,0.95,0.95,,,,
1776,9,33,0.00003564,1.337317,0.75,0.8,,,,
1777,9,34,0.00003564,1.282192,0.65,0.8,,,,
1778,9,35,0.00003563,0.949644,0.75,1,,,,
1779,9,36,0.00003563,1.253204,0.7,0.9,,,,
1780,9,37,0.00003562,1.228588,0.7,0.85,,,,
1781,9,38,0.00003562,1.222433,0.75,0.85,,,,
1782,9,39,0.00003562,2.072435,0.55,0.7,,,,
1783,9,40,0.00003561,1.648456,0.6,0.75,,,,
1784,9,41,0.00003561,0.579448,0.9,0.95,,,,
1785,9,42,0.0000356,1.289941,0.75,0.9,,,,
1786,9,43,0.0000356,1.041167,0.8,0.9,,,,
1787,9,44,0.0000356,1.138345,0.75,0.9,,,,
1788,9,45,0.00003559,1.355785,0.6,0.85,,,,
1789,9,46,0.00003559,1.418588,0.65,0.85,,,,
1790,9,47,0.00003558,0.979263,0.7,0.9,,,,
1791,9,48,0.00003558,1.620917,0.55,0.85,,,,
1792,9,49,0.00003558,1.642395,0.65,0.8,,,,
1793,9,50,0.00003557,1.686289,0.6,0.75,,,,
1794,9,51,0.00003557,1.189342,0.8,0.8,,,,
1795,9,52,0.00003556,0.946365,0.85,0.85,,,,
1796,9,53,0.00003556,1.623706,0.55,0.75,,,,
1797,9,54,0.00003556,1.111266,0.75,0.85,,,,
1798,9,55,0.00003555,1.306661,0.65,0.8,,,,
1799,9,56,0.00003555,1.261098,0.65,0.8,,,,
1800,9,57,0.00003554,1.066588,0.75,0.8,,,,
1801,9,58,0.00003554,1.029761,0.8,0.9,,,,
1802,9,59,0.00003554,1.415984,0.6,0.9,,,,
1803,9,60,0.00003553,1.505531,0.65,0.9,,,,
1804,9,61,0.00003553,1.208817,0.7,0.8,,,,
1805,9,62,0.00003552,1.416078,0.65,0.85,,,,
1806,9,63,0.00003552,1.314203,0.75,0.85,,,,
1807,9,64,0.00003552,1.72345,0.6,0.85,,,,
1808,9,65,0.00003551,1.235046,0.75,0.85,,,,
1809,9,66,0.00003551,1.20363,0.75,0.8,,,,
1810,9,67,0.0000355,1.568965,0.65,0.7,,,,
1811,9,68,0.0000355,0.451636,0.85,1,,,,
1812,9,69,0.0000355,0.901083,0.85,0.9,,,,
1813,9,70,0.00003549,0.667734,0.9,1,,,,
1814,9,71,0.00003549,0.909612,0.8,0.85,,,,
1815,9,72,0.00003548,1.228435,0.75,0.85,,,,
1816,9,73,0.00003548,1.240396,0.6,0.85,,,,
1817,9,74,0.00003548,1.708394,0.7,0.8,,,,
1818,9,75,0.00003547,0.889484,0.85,0.95,,,,
1819,9,76,0.00003547,1.075997,0.7,0.9,,,,
1820,9,77,0.00003546,0.898621,0.75,0.85,,,,
1821,9,78,0.00003546,0.83127,0.8,0.9,,,,
1822,9,79,0.00003546,1.299673,0.65,0.8,,,,
1823,9,80,0.00003545,0.877956,0.8,1,,,,
1824,9,81,0.00003545,0.520119,0.95,0.95,,,,
1825,9,82,0.00003544,0.800072,0.75,0.95,,,,
1826,9,83,0.00003544,1.142603,0.75,0.85,,,,
1827,9,84,0.00003544,1.313011,0.75,0.9,,,,
1828,9,85,0.00003543,1.40137,0.7,0.85,,,,
1829,9,86,0.00003543,1.620172,0.6,0.85,,,,
1830,9,87,0.00003542,1.499928,0.65,0.85,,,,
1831,9,88,0.00003542,1.279166,0.7,0.85,,,,
1832,9,89,0.00003541,1.25687,0.75,0.9,,,,
1833,9,90,0.00003541,1.28101,0.65,0.8,,,,
1834,9,91,0.00003541,1.032438,0.75,0.95,,,,
1835,9,92,0.0000354,0.958341,0.8,0.9,,,,
1836,9,93,0.0000354,0.782922,0.85,0.95,,,,
1837,9,94,0.00003539,1.957591,0.6,0.8,,,,
1838,9,95,0.00003539,1.377844,0.65,0.95,,,,
1839,9,96,0.00003539,1.149725,0.65,0.9,,,,
1840,9,97,0.00003538,1.013427,0.75,0.9,,,,
1841,9,98,0.00003538,1.612747,0.75,0.8,,,,
1842,9,99,0.00003537,1.058069,0.85,0.95,,,,
1843,9,100,0.00003537,1.776436,0.6,0.7,,,,
1844,9,101,0.00003537,1.328375,0.75,0.75,,,,
1845,9,102,0.00003536,0.94657,0.8,0.95,,,,
1846,9,103,0.00003536,1.708121,0.6,0.75,,,,
1847,9,104,0.00003535,0.528205,0.9,0.95,,,,
1848,9,105,0.00003535,1.346971,0.7,0.8,,,,
1849,9,106,0.00003535,1.822943,0.6,0.7,,,,
1850,9,107,0.00003534,1.518224,0.7,0.75,,,,
1851,9,108,0.00003534,1.757139,0.6,0.8,,,,
1852,9,109,0.00003533,1.619641,0.55,0.75,,,,
1853,9,110,0.00003533,1.142417,0.65,0.9,,,,
1854,9,111,0.00003532,2.262047,0.55,0.65,,,,
1855,9,112,0.00003532,1.140736,0.65,0.9,,,,
1856,9,113,0.00003532,1.370445,0.75,0.8,,,,
1857,9,114,0.00003531,1.185377,0.6,0.9,,,,
1858,9,115,0.00003531,1.212826,0.75,0.85,,,,
1859,9,116,0.0000353,1.055751,0.8,0.9,,,,
1860,9,117,0.0000353,1.28977,0.75,0.85,,,,
1861,9,118,0.0000353,1.781931,0.6,0.65,,,,
1862,9,119,0.00003529,0.875362,0.8,0.9,,,,
1863,9,120,0.00003529,1.056486,0.8,0.95,,,,
1864,9,121,0.00003528,1.238074,0.7,0.8,,,,
1865,9,122,0.00003528,1.446243,0.6,0.8,,,,
1866,9,123,0.00003528,1.235522,0.7,0.8,,,,
1867,9,124,0.00003527,1.118863,0.75,0.85,,,,
1868,9,125,0.00003527,1.517638,0.6,0.8,,,,
1869,9,126,0.00003526,1.108635,0.65,0.95,,,,
1870,9,127,0.00003526,1.090033,0.7,0.9,,,,
1871,9,128,0.00003525,1.388779,0.6,0.8,,,,
1872,9,129,0.00003525,1.558229,0.6,0.85,,,,
1873,9,130,0.00003525,0.957965,0.8,0.9,,,,
1874,9,131,0.00003524,1.189697,0.7,0.9,,,,
1875,9,132,0.00003524,0.97672,0.8,0.9,,,,
1876,9,133,0.00003523,1.232217,0.75,0.85,,,,
1877,9,134,0.00003523,1.468689,0.7,0.75,,,,
1878,9,135,0.00003523,0.809825,0.85,1,,,,
1879,9,136,0.00003522,1.359686,0.7,0.8,,,,
1880,9,137,0.00003522,0.391887,0.95,1,,,,
1881,9,138,0.00003521,1.246457,0.75,0.8,,,,
1882,9,139,0.00003521,1.86207,0.6,0.75,,,,
1883,9,140,0.00003521,1.544904,0.6,0.85,,,,
1884,9,141,0.0000352,1.201358,0.7,0.85,,,,
1885,9,142,0.0000352,1.143331,0.8,0.85,,,,
1886,9,143,0.00003519,1.51984,0.6,0.8,,,,
1887,9,144,0.00003519,1.383255,0.7,0.8,,,,
1888,9,145,0.00003518,1.21613,0.8,0.9,,,,
1889,9,146,0.00003518,1.325481,0.7,0.9,,,,
1890,9,147,0.00003518,1.333404,0.75,0.85,,,,
1891,9,148,0.00003517,1.465369,0.6,0.8,,,,
1892,9,149,0.00003517,1.129856,0.65,0.9,,,,
1893,9,150,0.00003516,1.653864,0.65,0.8,,,,
1894,9,151,0.00003516,1.209197,0.7,0.85,,,,
1895,9,152,0.00003516,0.805867,0.75,0.95,,,,
1896,9,153,0.00003515,1.066758,0.75,0.85,,,,
1897,9,154,0.00003515,1.250224,0.75,0.8,,,,
1898,9,155,0.00003514,1.124213,0.75,0.85,,,,
1899,9,156,0.00003514,1.233627,0.7,0.8,,,,
1900,9,157,0.00003513,0.983307,0.75,0.85,,,,
1901,9,158,0.00003513,0.963458,0.8,0.9,,,,
1902,9,159,0.00003513,0.977528,0.8,0.9,,,,
1903,9,160,0.00003512,1.49328,0.6,0.9,,,,
1904,9,161,0.00003512,1.214172,0.7,0.8,,,,
1905,9,162,0.00003511,1.527368,0.7,0.9,,,,
1906,9,163,0.00003511,1.936461,0.55,0.8,,,,
1907,9,164,0.00003511,0.916316,0.85,0.9,,,,
1908,9,165,0.0000351,1.379506,0.75,0.85,,,,
1909,9,166,0.0000351,1.516896,0.7,0.7,,,,
1910,9,167,0.00003509,1.254253,0.7,0.85,,,,
1911,9,168,0.00003509,1.350459,0.7,0.85,,,,
1912,9,169,0.00003508,1.265402,0.7,0.9,,,,
1913,9,170,0.00003508,1.214188,0.85,0.85,,,,
1914,9,171,0.00003508,1.891856,0.5,0.7,,,,
1915,9,172,0.00003507,1.559415,0.65,0.75,,,,
1916,9,173,0.00003507,0.774776,0.85,1,,,,
1917,9,174,0.00003506,2.456247,0.45,0.6,,,,
1918,9,175,0.00003506,1.006567,0.65,0.95,,,,
1919,9,176,0.00003505,1.715312,0.6,0.75,,,,
1920,9,177,0.00003505,1.029353,0.8,0.95,,,,
1921,9,178,0.00003505,1.356723,0.65,0.9,,,,
1922,9,179,0.00003504,1.133891,0.8,0.9,,,,
1923,9,180,0.00003504,2.060027,0.4,0.7,,,,
1924,9,181,0.00003503,1.040768,0.75,0.85,,,,
1925,9,182,0.00003503,1.003877,0.7,1,,,,
1926,9,183,0.00003503,1.183365,0.75,0.85,,,,
